dist_code,month,sector,investment in cr,number_of_employees
17_2,01-11-2022,Food Processing,88.1361,69
23_3,01-11-2022,"Real Estate,Industrial Parks and IT Buildings",10,6078
15_1,01-11-2022,"Real Estate,Industrial Parks and IT Buildings",600,194
14_3,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,10
17_2,01-11-2022,Engineering,6.5049,80
18_1,01-11-2022,Wood and Leather,0.052,2
17_2,01-11-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.95,10
23_3,01-11-2022,Plastic and Rubber,2.1599,16
21_3,01-11-2022,Food Processing,3.6,44
21_5,01-12-2022,Food Processing,43.03,40
15_1,01-12-2022,Food Processing,0.24,10
15_1,01-12-2022,Engineering,20.0204,300
15_1,01-12-2022,Electrical and Electronic Products,2.1875,25
22_1,01-12-2022,Beverages,0.06,3
22_1,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7044,8
22_1,01-12-2022,Engineering,0.4765,9
17_2,01-12-2022,R&D,0.66,20
22_1,01-12-2022,Granite and Stone Crushing,0.96,8
22_1,01-12-2022,Others,3,10
17_2,01-12-2022,Plastic and Rubber,0.15,5
17_2,01-12-2022,Pharmaceuticals and Chemicals,1.3995,60
17_2,01-12-2022,Others,0.18,4
17_2,01-12-2022,Food Processing,0.255,9
17_1,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
15_1,01-12-2022,Pharmaceuticals and Chemicals,3.33,20
15_1,01-12-2022,Plastic and Rubber,1556.0737,307
15_2,01-12-2022,Others,6.59,70
15_2,01-12-2022,Paper and Printing,5.31,30
15_3,01-12-2022,Granite and Stone Crushing,4.5,10
19_1,01-12-2022,Engineering,0.1,1
20_2,01-12-2022,Food Processing,7.4199,63
20_2,01-12-2022,Engineering,0.1,2
23_1,01-12-2022,Food Processing,5.39,19
23_1,01-12-2022,Engineering,0.1126,15
21_1,01-12-2022,Granite and Stone Crushing,0.07,10
21_1,01-12-2022,Food Processing,0.4,9
22_2,01-12-2022,Paper and Printing,6,18
21_2,01-12-2022,Food Processing,2.255,54
22_2,01-12-2022,Others,0.1433,10
22_2,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.371,29
14_3,01-12-2022,Food Processing,0.9613,12
15_2,01-12-2022,Plastic and Rubber,2,19
15_2,01-12-2022,Pharmaceuticals and Chemicals,16.1478,101
20_1,01-12-2022,Paper and Printing,0.15,4
20_1,01-12-2022,Others,3.1888,30
20_1,01-12-2022,Granite and Stone Crushing,1.8414,15
20_1,01-12-2022,Food Processing,1.0828,22
15_2,01-12-2022,Agro based incl Cold Storages,84.7623,70
17_3,01-12-2022,Wood and Leather,0.25,10
23_3,01-12-2022,Electrical and Electronic Products,0.52,19
23_3,01-12-2022,Engineering,7.8444,124
23_3,01-12-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",10.03,10
23_3,01-12-2022,Food Processing,0.15,5
23_3,01-12-2022,Others,3.68,75
23_3,01-12-2022,Paper and Printing,5.668,40
23_3,01-12-2022,Textiles,0.5263,8
17_3,01-12-2022,Food Processing,23.05,145
17_3,01-12-2022,Engineering,1.0491,20
19_3,01-12-2022,Food Processing,2.1898,31
19_3,01-12-2022,Engineering,1.05,9
21_1,01-12-2022,Engineering,0.575,14
21_3,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
15_2,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.5765,33
15_2,01-12-2022,Electrical and Electronic Products,3.0318,10
15_2,01-12-2022,Engineering,8.4418,83
15_2,01-12-2022,Food Processing,1.25,10
20_1,01-12-2022,Engineering,0.1075,6
20_1,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.254,10
20_1,01-12-2022,Beverages,0.25,4
17_1,01-12-2022,Engineering,227.52,695
17_1,01-12-2022,Food Processing,2.05,30
17_1,01-12-2022,Pharmaceuticals and Chemicals,0.91,13
17_2,01-12-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",6.9877,10
15_3,01-12-2022,Food Processing,1.24,22
17_2,01-12-2022,Engineering,4.1518,45
17_2,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2088,10
17_2,01-12-2022,Beverages,14.5,80
22_1,01-12-2022,Paper and Printing,0.075,2
22_1,01-12-2022,Wood and Leather,4.5138,10
19_4,01-12-2022,Food Processing,0.92,10
19_4,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.34,20
17_2,01-12-2022,Agro based incl Cold Storages,0.5763,1
17_2,01-12-2022,Electrical and Electronic Products,7.9831,200
23_1,01-12-2022,Pharmaceuticals and Chemicals,0.4992,20
15_2,01-12-2022,R&D,14.2653,45
23_2,01-12-2022,Food Processing,12.46,92
20_4,01-12-2022,Engineering,0.5,15
23_2,01-12-2022,Others,0.15,5
14_1,01-12-2022,Food Processing,1.5,20
14_1,01-12-2022,Pharmaceuticals and Chemicals,21.044,350
14_1,01-12-2022,Textiles,28.1,120
18_2,01-12-2022,Beverages,0.07,2
18_2,01-12-2022,Food Processing,0.12,6
20_4,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.425,20
18_1,01-12-2022,Engineering,0.25,10
20_3,01-12-2022,Plastic and Rubber,0.65,12
18_1,01-12-2022,Others,1.384,10
18_1,01-12-2022,Food Processing,0.09,1
20_4,01-12-2022,Food Processing,0.9,24
20_4,01-12-2022,Others,0.95,20
14_4,01-12-2022,Food Processing,1.365,30
23_1,01-12-2022,Plastic and Rubber,0.2465,4
18_2,01-12-2022,Others,0.08,2
21_6,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,9
20_4,01-12-2022,Wood and Leather,0.12,5
14_1,01-12-2022,Engineering,5.9955,100
14_3,01-12-2022,Engineering,0.9,4
21_1,01-12-2022,Textiles,0.1,8
23_1,01-12-2022,Textiles,1.88,12
21_1,01-12-2022,Others,2.5,25
14_3,01-12-2022,Pharmaceuticals and Chemicals,0.8484,50
21_5,01-12-2022,Others,0.25,10
14_3,01-12-2022,Textiles,2.194,30
20_4,01-12-2022,Beverages,0.2,2
21_3,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.162,7
21_3,01-01-2023,Beverages,0.07,4
14_5,01-01-2023,Pharmaceuticals and Chemicals,0.4,10
17_1,01-01-2023,Plastic and Rubber,3.661,74
21_5,01-01-2023,Wood and Leather,0.07,5
23_1,01-01-2023,Beverages,0.678,4
21_2,01-01-2023,Food Processing,4.527,30
14_5,01-01-2023,Others,7.3145,15
17_1,01-01-2023,R&D,0.91,20
15_2,01-01-2023,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,20
17_1,01-01-2023,Food Processing,0.115,5
17_1,01-01-2023,Engineering,6.036,42
17_1,01-01-2023,Beverages,2.05,8
20_3,01-01-2023,Food Processing,0.95,22
21_1,01-01-2023,Food Processing,0.9258,19
21_1,01-01-2023,Others,2.9269,32
18_1,01-01-2023,Engineering,0.14,4
14_5,01-01-2023,Food Processing,1.9387,30
15_2,01-01-2023,Agro based incl Cold Storages,20.25,9
17_1,01-01-2023,Pharmaceuticals and Chemicals,8.9449,45
17_1,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
21_5,01-01-2023,Food Processing,1.23,15
21_5,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
15_2,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
19_3,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.43,14
19_3,01-01-2023,Granite and Stone Crushing,0.25,15
19_3,01-01-2023,Others,0.1,5
21_1,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9017,30
21_3,01-01-2023,Food Processing,8.553,56
23_1,01-01-2023,Wood and Leather,0.19,11
17_2,01-01-2023,R&D,188.02,900
17_2,01-01-2023,Plastic and Rubber,1553,1812
17_2,01-01-2023,Pharmaceuticals and Chemicals,50.5598,113
17_2,01-01-2023,Paper and Printing,5.2672,25
15_2,01-01-2023,Food Processing,0.35,10
15_2,01-01-2023,Granite and Stone Crushing,0.5,4
17_2,01-01-2023,Others,2.9,10
15_2,01-01-2023,Others,53.2862,100
17_2,01-01-2023,Food Processing,3.5514,30
17_2,01-01-2023,Engineering,8.2875,38
17_2,01-01-2023,Electrical and Electronic Products,208.8307,135
14_2,01-01-2023,Agro based incl Cold Storages,0.8232,6
17_2,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.15,10
17_2,01-01-2023,Beverages,0.76,7
19_2,01-01-2023,Food Processing,0.609,1
21_2,01-01-2023,Plastic and Rubber,0.85,20
22_1,01-01-2023,Food Processing,1.422,21
21_2,01-01-2023,Others,0.14,1
14_1,01-01-2023,Pharmaceuticals and Chemicals,75,250
17_2,01-01-2023,Automobile,1254.269,7000
15_2,01-01-2023,Engineering,18.759,153
22_2,01-01-2023,Others,1.77,50
14_2,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,30
23_3,01-01-2023,Engineering,19.0276,278
15_1,01-01-2023,Solar and Other Renewable Energy,2,1500
20_4,01-01-2023,Food Processing,2.6394,35
15_1,01-01-2023,Plastic and Rubber,2.3708,12
15_3,01-01-2023,Food Processing,0.06,3
15_3,01-01-2023,R&D,0.6504,1
21_7,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.195,8
14_4,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8079,10
20_4,01-01-2023,Wood and Leather,0.2,4
15_2,01-01-2023,R&D,2.7427,83
23_3,01-01-2023,Agro based incl Cold Storages,2.9,74
15_2,01-01-2023,Paper and Printing,0.2,10
17_3,01-01-2023,Wood and Leather,0.25,25
15_1,01-01-2023,Pharmaceuticals and Chemicals,1.55,25
15_2,01-01-2023,Pharmaceuticals and Chemicals,10.2035,330
15_2,01-01-2023,Plastic and Rubber,18.0723,101
15_1,01-01-2023,Food Processing,30.42,160
21_3,01-01-2023,Granite and Stone Crushing,1.2,15
15_1,01-01-2023,Others,6.5409,33
15_1,01-01-2023,Paper and Printing,0.73,1
17_3,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.155,12
17_3,01-01-2023,Engineering,33.4861,261
17_3,01-01-2023,Food Processing,1.53,16
17_3,01-01-2023,Plastic and Rubber,13.5001,19
17_3,01-01-2023,R&D,16.55,100
15_1,01-01-2023,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.27,10
20_4,01-01-2023,Engineering,0.2,2
15_1,01-01-2023,Wood and Leather,6.0686,65
19_1,01-01-2023,Food Processing,0.206,2
23_3,01-01-2023,Wood and Leather,0.06,2
20_1,01-01-2023,Beverages,0.5,12
20_1,01-01-2023,Engineering,0.555,14
22_2,01-01-2023,Beverages,0.14,2
20_2,01-01-2023,Food Processing,4.095,59
20_1,01-01-2023,Food Processing,1.665,39
21_6,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.19,5
23_3,01-01-2023,Pharmaceuticals and Chemicals,0.6,6
20_2,01-01-2023,Beverages,0.1,4
15_1,01-01-2023,Electrical and Electronic Products,10,50
23_3,01-01-2023,Paper and Printing,3.765,50
23_3,01-01-2023,Others,2.3592,26
20_1,01-01-2023,Granite and Stone Crushing,1.4719,45
20_1,01-01-2023,Others,0.25,10
14_1,01-01-2023,Others,113.2914,260
16_1,01-01-2023,Textiles,0.25,10
23_3,01-01-2023,Granite and Stone Crushing,1.85,8
23_3,01-01-2023,Food Processing,10.744,19
16_1,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8,25
14_1,01-01-2023,Food Processing,1.845,20
21_2,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.76,9
23_3,01-01-2023,Plastic and Rubber,7.689,70
17_2,01-02-2023,Wood and Leather,4.667,82
19_1,01-02-2023,Food Processing,0.06,2
23_3,01-02-2023,Engineering,4.6923,15
17_2,01-02-2023,Plastic and Rubber,4.25,39
19_1,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,1
17_2,01-02-2023,Others,0.05,150
17_2,01-02-2023,Pharmaceuticals and Chemicals,2.3,20
17_2,01-02-2023,R&D,33.7754,10
18_2,01-02-2023,Granite and Stone Crushing,1.6,10
23_3,01-02-2023,Pharmaceuticals and Chemicals,10.02,30
17_2,01-02-2023,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",6.9877,5
18_1,01-02-2023,Food Processing,13.99,60
18_1,01-02-2023,Others,0.9,10
14_1,01-02-2023,Others,0.3,5
14_1,01-02-2023,Granite and Stone Crushing,0.2,10
14_1,01-02-2023,Food Processing,0.8725,10
14_1,01-02-2023,Engineering,10.886,30
14_1,01-02-2023,Beverages,13,195
18_2,01-02-2023,Food Processing,3.3481,47
17_2,01-02-2023,Beverages,0.76,5
17_2,01-02-2023,Food Processing,4.54,63
17_2,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.94,10
17_3,01-02-2023,Pharmaceuticals and Chemicals,0.94,5
17_3,01-02-2023,Others,11.4172,60
19_2,01-02-2023,Engineering,0.24,15
17_3,01-02-2023,Food Processing,4.05,50
23_3,01-02-2023,Paper and Printing,1.88,20
23_3,01-02-2023,Granite and Stone Crushing,1.25,10
17_2,01-02-2023,Electrical and Electronic Products,5.75,31
17_3,01-02-2023,Engineering,15.2988,90
17_2,01-02-2023,Engineering,14.1197,97
19_2,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,10
23_3,01-02-2023,Electrical and Electronic Products,0.31,10
14_5,01-02-2023,Food Processing,0.06,10
19_3,01-02-2023,Food Processing,0.21,5
20_3,01-02-2023,Granite and Stone Crushing,0.25,15
20_3,01-02-2023,Food Processing,0.935,18
20_3,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.665,8
14_2,01-02-2023,Paper and Printing,0.63,10
15_2,01-02-2023,Others,16.5785,1
14_5,01-02-2023,Beverages,12,1
14_4,01-02-2023,Food Processing,1.3465,30
20_3,01-02-2023,Others,0.25,10
21_6,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,8
23_2,01-02-2023,Pharmaceuticals and Chemicals,0.15,5
20_2,01-02-2023,Food Processing,1.9898,18
20_2,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4
15_3,01-02-2023,Agro based incl Cold Storages,0.65,10
15_3,01-02-2023,Beverages,45,100
15_3,01-02-2023,Food Processing,3.2146,30
21_3,01-02-2023,Beverages,9.5,40
23_2,01-02-2023,Food Processing,1.2,18
15_2,01-02-2023,Paper and Printing,5.1914,69
15_2,01-02-2023,Engineering,26.6269,127
15_2,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.23,17
20_4,01-02-2023,Food Processing,1,24
21_1,01-02-2023,Beverages,0.09,4
21_1,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,12
21_1,01-02-2023,Engineering,0.93,9
20_4,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,6
20_4,01-02-2023,Beverages,0.18,4
21_1,01-02-2023,Food Processing,1.5,5
15_2,01-02-2023,Electrical and Electronic Products,2.3315,10
21_1,01-02-2023,Granite and Stone Crushing,1.18,19
14_3,01-02-2023,Food Processing,1.7,13
21_2,01-02-2023,Textiles,0.58,4
21_5,01-02-2023,Food Processing,2.575,29
23_3,01-02-2023,Agro based incl Cold Storages,2.9437,5
21_2,01-02-2023,Food Processing,2.3225,49
15_2,01-02-2023,Beverages,1.34,20
21_5,01-02-2023,Granite and Stone Crushing,0.95,12
21_1,01-02-2023,Others,1.245,46
21_7,01-02-2023,Engineering,0.1,1
15_3,01-02-2023,Granite and Stone Crushing,0.1977,5
15_1,01-02-2023,Pharmaceuticals and Chemicals,4.808,75
15_1,01-02-2023,Plastic and Rubber,170.1642,681
17_1,01-02-2023,Food Processing,3.35,62
17_1,01-02-2023,Pharmaceuticals and Chemicals,0.0002,60
17_1,01-02-2023,R&D,1.61,13
22_1,01-02-2023,Engineering,1.6476,53
19_4,01-02-2023,Food Processing,2.52,32
22_1,01-02-2023,Granite and Stone Crushing,0.925,20
22_1,01-02-2023,Others,0.085,3
22_1,01-02-2023,Plastic and Rubber,0.085,4
15_2,01-02-2023,R&D,13.6,72
15_2,01-02-2023,Textiles,0.3,5
23_1,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.586,3
23_1,01-02-2023,Engineering,0.5,4
23_1,01-02-2023,Food Processing,1.449,15
23_1,01-02-2023,Wood and Leather,0.07,2
17_1,01-02-2023,Engineering,40.24,108
20_1,01-02-2023,Agro based incl Cold Storages,0.7,8
22_1,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.74,41
15_1,01-02-2023,Agro based incl Cold Storages,0.08,9
15_2,01-02-2023,Pharmaceuticals and Chemicals,124.931,824
15_1,01-02-2023,Paper and Printing,24.4442,340
22_2,01-02-2023,Engineering,0.25,5
22_2,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3945,4
15_2,01-02-2023,Plastic and Rubber,7.5,39
15_1,01-02-2023,Others,176.353,1420
15_1,01-02-2023,Industrial Parks and IT Buildings,280.409,34
20_1,01-02-2023,Beverages,0.1,4
20_1,01-02-2023,Granite and Stone Crushing,0.75,40
20_1,01-02-2023,Others,0.74,25
20_1,01-02-2023,Food Processing,0.535,8
20_1,01-02-2023,Engineering,0.3444,12
20_1,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,5
15_1,01-02-2023,Food Processing,9.3535,115
15_1,01-02-2023,Engineering,350.0657,553
15_1,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.6,30
15_1,01-02-2023,Beverages,0.93,4
21_3,01-02-2023,Food Processing,7.32,36
21_2,01-03-2023,Food Processing,4.0389,29
21_2,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,15
14_3,01-03-2023,Agro based incl Cold Storages,8.1069,35
14_3,01-03-2023,Food Processing,3.83,56
21_1,01-03-2023,Wood and Leather,0.2,1
21_2,01-03-2023,Textiles,0.213,3
21_5,01-03-2023,Granite and Stone Crushing,3.65,15
21_3,01-03-2023,Food Processing,1.878,18
14_5,01-03-2023,Agro based incl Cold Storages,59.7028,50
14_5,01-03-2023,Food Processing,5.8325,40
22_1,01-03-2023,Others,0.5731,12
22_1,01-03-2023,Food Processing,0.38,9
22_1,01-03-2023,Engineering,0.08,2
22_1,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.055,8
22_1,01-03-2023,Agro based incl Cold Storages,0.5967,6
21_7,01-03-2023,Food Processing,2.12,20
14_4,01-03-2023,Food Processing,6.92,90
21_6,01-03-2023,Food Processing,1.63,19
21_5,01-03-2023,Wood and Leather,0.09,2
21_1,01-03-2023,Textiles,1.9,40
21_5,01-03-2023,Food Processing,4.7,31
21_5,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.186,8
17_3,01-03-2023,Agro based incl Cold Storages,152.173,150
17_3,01-03-2023,Food Processing,1,100
17_3,01-03-2023,Granite and Stone Crushing,0.25,10
15_1,01-03-2023,Agro based incl Cold Storages,0.36,24
15_1,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",71.15,254
15_1,01-03-2023,Electrical and Electronic Products,6.9769,121
22_2,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.23,8
15_1,01-03-2023,Engineering,7.9176,75
15_1,01-03-2023,Food Processing,33.11,157
15_1,01-03-2023,Granite and Stone Crushing,0.25,4
15_1,01-03-2023,Others,11.5875,91
15_1,01-03-2023,Pharmaceuticals and Chemicals,60.6556,215
15_1,01-03-2023,Plastic and Rubber,430.5906,743
15_1,01-03-2023,Textiles,18.3,39
21_3,01-03-2023,Granite and Stone Crushing,0.085,10
21_3,01-03-2023,Engineering,0.17,5
21_1,01-03-2023,Others,0.18,12
23_3,01-03-2023,Beverages,0.16,6
21_1,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.31,16
20_1,01-03-2023,Food Processing,2.145,42
20_1,01-03-2023,Granite and Stone Crushing,4.1634,90
20_1,01-03-2023,Others,1.75,20
23_2,01-03-2023,Food Processing,0.1,9
15_3,01-03-2023,Pharmaceuticals and Chemicals,7.5,10
15_3,01-03-2023,Paper and Printing,0.11,3
15_3,01-03-2023,Food Processing,1.8038,45
20_1,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.375,10
15_3,01-03-2023,Engineering,0.6047,29
20_2,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,27
20_2,01-03-2023,Wood and Leather,0.2,6
15_2,01-03-2023,Textiles,0.25,4
15_2,01-03-2023,R&D,3.4135,29
15_2,01-03-2023,Plastic and Rubber,2.63,10
15_2,01-03-2023,Pharmaceuticals and Chemicals,41.9407,570
15_2,01-03-2023,Paper and Printing,0.25,20
20_2,01-03-2023,Beverages,0.06,4
15_2,01-03-2023,Others,3.0222,15
16_1,01-03-2023,Engineering,0.48,40
14_1,01-03-2023,R&D,3.12,30
19_3,01-03-2023,Beverages,0.25,9
19_3,01-03-2023,Engineering,0.1498,6
19_3,01-03-2023,Food Processing,0.9992,9
19_2,01-03-2023,Food Processing,0.5,27
19_2,01-03-2023,Agro based incl Cold Storages,0.25,7
19_3,01-03-2023,Others,0.24,10
17_1,01-03-2023,Plastic and Rubber,0.0675,8
14_1,01-03-2023,Wood and Leather,0.6796,11
17_1,01-03-2023,Pharmaceuticals and Chemicals,1.2538,4
17_1,01-03-2023,Engineering,108.5,1100
19_4,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.23,10
14_1,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,15
14_1,01-03-2023,Engineering,2.5321,40
14_1,01-03-2023,Food Processing,2.4985,28
14_1,01-03-2023,Pharmaceuticals and Chemicals,2.4,6
14_1,01-03-2023,Plastic and Rubber,46,126
17_1,01-03-2023,Food Processing,8.53,48
15_2,01-03-2023,Food Processing,0.4,20
15_2,01-03-2023,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.15,4
15_2,01-03-2023,Engineering,12.68,233
23_3,01-03-2023,Engineering,12.1745,102
23_3,01-03-2023,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.25,24
23_3,01-03-2023,Food Processing,15.45,24
23_3,01-03-2023,Pharmaceuticals and Chemicals,1.28,18
23_3,01-03-2023,Plastic and Rubber,0.45,9
23_3,01-03-2023,Textiles,0.6629,13
18_1,01-03-2023,Food Processing,5.9605,40
17_2,01-03-2023,Engineering,33.3861,177
18_1,01-03-2023,Engineering,0.45,13
17_2,01-03-2023,Food Processing,4.5818,35
17_2,01-03-2023,Granite and Stone Crushing,0.25,20
17_2,01-03-2023,Others,6.6,200
17_2,01-03-2023,Paper and Printing,2.0869,76
17_2,01-03-2023,Plastic and Rubber,0.15,10
17_2,01-03-2023,R&D,2.7873,25
17_2,01-03-2023,Textiles,2.65,45
18_1,01-03-2023,Agro based incl Cold Storages,2.9,14
17_2,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,10
17_2,01-03-2023,Automobile,1.14,1
17_2,01-03-2023,Agro based incl Cold Storages,0.74,5
15_2,01-03-2023,Electrical and Electronic Products,3.09,23
15_2,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,50
20_3,01-03-2023,Agro based incl Cold Storages,0.25,8
